Datetime,Hash,Commit Msg,Filename,Removed Test Case,Manual Validation,Final Results,Ajay Manual Validation,Suraj Manual Validation,Ajay Comments,Suraj Comments
09/15/2004 16:08:33,20fa9a83db5fdb80a071c7c92dedd3e92ea8af04,"Added two new optional attributes to rule definitions - symboltable and dfa.  These allow the symbol table and DFA facades to be configured on a rule-by-rule basis.  Note that if your rule needs the symbol table; you'll need to add symboltable='true' to your rule definition.  FWIW, this also results in about a 5% speedup for rules that don't need either layer.


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@2915 51baf565-9d33-0410-a72c-fc3788e3496d",RuleSetTest.java,testConstructor,conflict,yes,no,yes,,not significant
09/17/2004 15:05:45,b8b433f625c62d483588ece1de062eef19b27adf,"Tidying up some spacing and such


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@2925 51baf565-9d33-0410-a72c-fc3788e3496d",AcceptanceTest.java,testAll,yes,yes,yes,yes,empty test,
09/28/2004 14:44:05,a47ab2d911fa6d51a70b216ecc9f517c22261597,"More work on DFA tests - and mostly just trying to understand how things work


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@2962 51baf565-9d33-0410-a72c-fc3788e3496d",AcceptanceTest.java,test_2,yes,yes,yes,yes,,
,,,,test_3,yes,yes,yes,yes,,
,,,,test_4,yes,yes,yes,yes,,
,,,,test_6,yes,yes,yes,yes,,
,,,,test_7,yes,yes,yes,yes,,
,,,,test_8,yes,yes,yes,yes,,
,,,,test_9,yes,yes,yes,yes,,
,,,,test_10,yes,yes,yes,yes,,
,,,,test_11,yes,yes,yes,yes,,
,,,,test_12,yes,yes,yes,yes,,
,,,,test_13,yes,yes,yes,yes,,
,,,,test_14,yes,yes,yes,yes,,
,,,,test_15,yes,yes,yes,yes,,
,,,,test_16,yes,yes,yes,yes,,
,,,,test_17,yes,yes,yes,yes,,
,,,,test_18,yes,yes,yes,yes,,
,,,,test_19,yes,yes,yes,yes,,
,,,,test_20,yes,yes,yes,yes,,
,,,,test_21,yes,yes,yes,yes,,
,,,,test_22,yes,yes,yes,yes,,
,,,,test_23,yes,yes,yes,yes,,
,,,,test_24,yes,yes,yes,yes,,
,,,,test_25,yes,yes,yes,yes,,
,,,,test_26,yes,yes,yes,yes,,
,,,,test_27,yes,yes,yes,yes,,
,,,,test_28,yes,yes,yes,yes,,
,,,,test_29,yes,yes,yes,yes,,
,,,,test_30,yes,yes,yes,yes,,
,,,StatementAndBraceFinderTest.java,testNodesAreAdded,yes,yes,yes,yes,,
,,,StructureTest.java,testAddNewNode,no,no,no,no,,
09/29/2004 15:02:58,b7bf878e43a8cb8b3fca17852e8c94aeb7dff653,"Adding tests, learning how things work... good times


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@2966 51baf565-9d33-0410-a72c-fc3788e3496d",StatementAndBraceFinderTest.java,testIfStmtGoesOnStack,yes,yes,yes,yes,,
09/30/2004 13:21:00,b5b0b6cb562b4704e819ed8989a836e060fd1b1b,"Test gardening, minor refactorings


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@2969 51baf565-9d33-0410-a72c-fc3788e3496d",LinkerTest.java,testComputePaths,yes,yes,yes,yes,,
10/15/2004 12:10:16,0d5476597fa60fe7509ff6842f020d336e7aedbd,"Test gardening


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@2981 51baf565-9d33-0410-a72c-fc3788e3496d",LongClassRuleTest.java,testShortClass,no,no,no,no,,refactored and grouped in test suite
,,,,testLongClass,no,no,no,no,,refactored and grouped in test suite
,,,LongMethodRuleTest.java,testShortMethod,no,no,no,no,,refactored and grouped in test suite
,,,,testReallyLongMethod,no,no,no,no,,refactored and grouped in test suite
,,,,testNotQuiteLongMethod,no,no,no,no,,refactored and grouped in test suite
,,,,testLongMethod,no,no,no,no,,refactored and grouped in test suite
,,,LongParameterListRuleTest.java,testShortMethod,no,no,no,no,,refactored and grouped in test suite
,,,,testOneLongMethod,no,no,no,no,,refactored and grouped in test suite
,,,OnlyOneReturnRuleTest.java,testTwoReturns,no,no,no,no,,refactored and grouped in test suite
,,,,testOneReturn,no,no,no,no,,refactored and grouped in test suite
,,,,testNoReturns,no,no,no,no,,refactored and grouped in test suite
,,,,testVoidRtn,no,no,no,no,,refactored and grouped in test suite
,,,,testFinally,no,no,no,no,,refactored and grouped in test suite
,,,,testReturnInsideAnonymousInnerClass,no,no,no,no,,refactored and grouped in test suite
10/28/2004 14:31:13,d11f0a1f172aadb7c47c746d69805575de845bdf,"Fixed bug 1055930 - CouplingBetweenObjectsRule no longer throws a NPE on interfaces


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@3016 51baf565-9d33-0410-a72c-fc3788e3496d",CouplingBetweenObjectsRuleTest.java,testSimpleBad,no,no,no,no,,refactored and grouped in test suite
,,,,testSimpleOK,no,no,no,no,,refactored and grouped in test suite
10/29/2004 19:37:13,28f92c84729f87a9e8c4ef0985654319e06c5d4e,"Fixed for Win32... should really write more tests for this for other encoding... but how?


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@3018 51baf565-9d33-0410-a72c-fc3788e3496d",EncodingTest.java,testDecodingOfUTF8,no,no,no,no,,
10/30/2004 9:41:57,084a35f018b7b3d1305a8df14594baf2e8240d65,"Fixed for Win32... should really write more tests for this for other encoding... but how?


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@3019 51baf565-9d33-0410-a72c-fc3788e3496d",EncodingTest.java,testDecodingOfPlatformEncoding,no,no,no,no,,
11/02/2004 15:02:11,91266485eb61a1ffadc09b1fdc9c284ca91ef42c,"Continued working on JDK 1.5 compatibility - added support for static import statements.


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@3027 51baf565-9d33-0410-a72c-fc3788e3496d",ASTImportDeclarationTest.java,testBasic,no,no,no,no,,refactored
11/29/2004 10:27:35,e576531a2c4060bac190fb99e2f586aaad806d3b,"Modified grammar to use the Modifiers class from the stock JDK 1.5 grammar; this gets us a bit closer to parsing JDK 1.5 code


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@3049 51baf565-9d33-0410-a72c-fc3788e3496d",AccessNodeTest.java,testInterface,yes,yes,yes,yes,,
,,,,testSuper,yes,yes,yes,yes,,
12/13/2004 14:50:23,b81da62424bb694f932255d7db60a46eb5795866,"Began implementing fixes for bug [ 1082895 ] Inconsistent rule names


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@3072 51baf565-9d33-0410-a72c-fc3788e3496d",UnnecessaryTemporariesRuleTest.java,testSimple,conflict,no,yes,no,,refactored along with class tested
12/22/2004 14:13:38,5a149df16e142571e1f6348a6eb2ffb87fe51261,"Working on cleaning up overrides in RuleSetFactory, still a bit more of refactoring to do


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@3103 51baf565-9d33-0410-a72c-fc3788e3496d",RuleSetFactoryTest.java,testExternalReferenceOverrideOriginalName,no,no,no,no,,renamed and refactored
12/22/2004 14:30:49,88c7901e97d7dd3e1ce218defdcfd018158bb8aa,"Fixed various bugs in the rule override logic; now it no longer requires the 'class' attribute of a rule be listed in the overrides section.


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@3104 51baf565-9d33-0410-a72c-fc3788e3496d",RuleSetFactoryTest.java,testExternalReferenceOverrideXPath,yes,yes,yes,yes,,
01/10/2005 14:33:13,8cd9aa0c059d3fecc7c609d850e5d0b87a07b9a2,"Cleaned up a good bit of the symbol table code; thanks much to Harald Gurres for the patch!


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@3124 51baf565-9d33-0410-a72c-fc3788e3496d",BasicScopeFactoryTest.java,testGlobalScope,yes,yes,yes,yes,,
,,,,testClassScope,yes,yes,yes,yes,,
,,,,testMethodScope,yes,yes,yes,yes,,
,,,,testLocalScope,yes,yes,yes,yes,,
01/17/2005 10:01:40,4df0978f5db82c9bf34bf8ce50150c1f9ab185cb,"Some minor test gardening


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@3147 51baf565-9d33-0410-a72c-fc3788e3496d",AccessorClassGenerationTest.java,testInnerClassHasPrivateConstructor,no,no,no,no,,refactored and grouped in test suite
,,,,testInnerClassHasPublicConstructor,no,no,no,no,,refactored and grouped in test suite
,,,,testOuterClassHasPrivateConstructor,no,no,no,no,,refactored and grouped in test suite
,,,,testFinalInnerClass,no,no,no,no,,refactored and grouped in test suite
02/10/2005 13:02:10,3f9d3deefdb6759c19eefb06cf3c378288ac4bea,"Fixed bug 1114625 - UnusedPrivateField no longer throws an NPE on standalone postfix expressions which are prefixed with 'this'.


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@3233 51baf565-9d33-0410-a72c-fc3788e3496d",NameOccurrencesTest.java,testPostfix,yes,yes,yes,yes,,
02/11/2005 15:22:56,66ecdf3cbe8def752424cb74d67affe11a8392f8,"Fixed a bug - the PMD Ant task's failOnRuleViolation attribute no longer causes a BuildException in the case when no rule violations occur.


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@3234 51baf565-9d33-0410-a72c-fc3788e3496d",ExcessiveMethodLengthTest.java,testOverrideMinimumWithTopScore,yes,yes,yes,yes,,
02/22/2005 9:04:30,f58fd5582a8d9fd1d85636a169bbf9bafd914860,"A nice patch to add Ruby support to CPD; thanks to Zev Blut!


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@3298 51baf565-9d33-0410-a72c-fc3788e3496d",ExcessiveMethodLengthTest.java,testOverrideMinimumWithTopScore,yes,yes,yes,yes,,
03/08/2005 14:23:28,1d8de6b34ea0ddb64fc94b478c0950c0d35de605,"Fixed bug 797742 - PMD now parses JDK 1.5 source code.  Note that it's not perfect yet; it fails on some generics/annotations/enums.  More testing and bug reports are welcome!


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@3332 51baf565-9d33-0410-a72c-fc3788e3496d",JDKVersionTest.java,testEnumAsKeywordShouldFailWith14,yes,yes,yes,yes,,
,,,,testEnumAsIdentifierShouldPassWith14,yes,yes,yes,yes,,
,,,,testEnumAsKeywordShouldPassWith15,yes,yes,yes,yes,,
,,,,testEnumAsIdentifierShouldFailWith15,yes,yes,yes,yes,,
,,,,testAssertAsKeywordVariantsSucceedWith1_4,yes,yes,yes,yes,,
,,,,testAssertAsVariableDeclIdentifierFailsWith1_4,yes,yes,yes,yes,,
,,,,testAssertAsMethodNameIdentifierFailsWith1_4,yes,yes,yes,yes,,
,,,,testAssertAsIdentifierSucceedsWith1_3,yes,yes,yes,yes,,
,,,,testAssertAsKeywordFailsWith1_3,yes,yes,yes,yes,,
,,,,testVarargsShouldPassWith15,yes,yes,yes,yes,,
,,,,testVarargsShouldFailWith14,yes,yes,yes,yes,,
,,,,testJDK15ForLoopSyntaxShouldPassWith15,yes,yes,yes,yes,,
,,,,testJDK15ForLoopSyntaxWithModifiers,yes,yes,yes,yes,,
,,,,testJDK15ForLoopShouldFailWith14,yes,yes,yes,yes,,
,,,ScopeCreationVisitorTest.java,testAnonymousInnerClassIsCreated,yes,yes,yes,yes,,
,,,,testAnonymousInnerClassIsNotCreated,yes,yes,yes,yes,,
,,,VariableNameDeclarationTest.java,testMethodParam,yes,yes,yes,yes,,
03/08/2005 15:12:31,bdaacb65c3379942ea278219e41707936e766206,"StringToString works with the new grammar now


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@3333 51baf565-9d33-0410-a72c-fc3788e3496d",JDKVersionTest.java,testGenericsAnnotationBug,yes,yes,yes,yes,,
03/09/2005 21:52:53,606e83b0f5c7b0b4f0d05f9c5bcc8d92c81d9342,"Fixed an apparent grammar bug - it wouldn't parse class declarations within methods.  I wonder if I broke anything else, though... also, fixed AccessorClassGeneration


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@3374 51baf565-9d33-0410-a72c-fc3788e3496d",JDKVersionTest.java,testFieldsBug,no,no,no,no,,refactored and combined in one test
,,,,testGTBug,no,no,no,no,,refactored and combined in one test
,,,,testAnnotationsBug,no,no,no,no,,refactored and combined in one test
,,,,testGenericsBug,no,no,no,no,,refactored and combined in one test
03/23/2005 11:16:46,4400ba86f164e835ca501106a0c37fbf7487421c,"Removed redundant AbstractClassDoesNotContainAbstractMethod rule


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@3395 51baf565-9d33-0410-a72c-fc3788e3496d",AbstractClassDoesNotContainAbstractMethodTest.java,testAll,yes,yes,yes,yes,,
03/24/2005 15:28:07,fe1ace532edb56b1188475defb05df6f0cb858b9,"Fixed bug 1170109 - The Ant task now supports an optional 'targetjdk' attribute that accepts values of '1.3', '1.4', or '1.5'.


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@3404 51baf565-9d33-0410-a72c-fc3788e3496d",PMDTaskTest.java,testOnlyOneJDK,no,no,no,no,,
03/24/2005 15:53:51,28d284fb6da2ca2f67af919aa17339765760ee7b,"minor cleanups, import cleanup


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@3405 51baf565-9d33-0410-a72c-fc3788e3496d",PMDTaskTest.java,testOnlyValidJDK,no,no,no,no,,
03/25/2005 16:54:41,891c0ad1b9b88dd966f5761c178854bf81f2e31b,"Fixed bug 1169731 - UnusedImports no longer reports false positives on types used inside generics.  This bug also resulted in a bug in ForLoopShouldBeWhileLoop being fixed, thanks Wim!


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@3408 51baf565-9d33-0410-a72c-fc3788e3496d",UnusedImportsRuleTest.java,testPossibleForLoopBug,conflict,yes,yes,no,,refactored; fixes a bug
04/22/2005 19:53:07,093c3b5dead95f80f43b533ce30706fa6fbe516d,"Fixed bug 1188372 - AtLeastOneConstructor no longer fires on interfaces.  Also, twiddling grammar to try to figure out annotations bug


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@3450 51baf565-9d33-0410-a72c-fc3788e3496d",UnusedImportsRuleTest.java,testGenericsBug,no,no,no,no,,
05/04/2005 17:04:06,a25567f5b2efbd3d83953f9893631f45373f5340,"Fixed bug 1187325 - UnusedImports no longer reports a false positive on imports which are used inside an Annotation.


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@3464 51baf565-9d33-0410-a72c-fc3788e3496d",DiscardableNodeCleanerTest.java,testRemoveModifierNodes,no,no,no,no,,
05/05/2005 17:03:10,ef1a0b72af2532ae206fba6df845f9131d1f6876,"test gardening


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@3473 51baf565-9d33-0410-a72c-fc3788e3496d",AcceptanceTest.java,testStaticInitializer,conflict,no,yes,no,,refactored along with source code
05/05/2005 18:45:04,b3a5fce797696ff969ed5e8da67cc05625e16ed1,"Fixed bug 1196238 - UnusedImports no longer reports false positives for various JDK 1.5 java.lang subpackages.


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@3474 51baf565-9d33-0410-a72c-fc3788e3496d",AcceptanceTest.java,testClashingSymbols,yes,yes,yes,yes,,
,,,,testInitializer,yes,yes,yes,yes,,
05/10/2005 9:30:53,4bbbd9b5e99ad7883a6a6ddac29db80eaba0bbef,"Fixed bug 1198832 - AbstractClassWithoutAbstractMethod no longer flags classes which implement interfaces since these can partially implement the interface and thus don't need to explicitly declare abstract methods.


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@3487 51baf565-9d33-0410-a72c-fc3788e3496d",StringUtilTest.java,testUTF8,no,no,no,no,,
05/10/2005 9:53:55,17974db7db2d0a8bc03a25c8b6fbb7c198e0678b,"rls preps


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@3488 51baf565-9d33-0410-a72c-fc3788e3496d",StringUtilTest.java,testUTF8NotSupported,yes,yes,yes,yes,,
,,,,testUTF8Supported,yes,yes,yes,yes,,
05/17/2005 8:40:28,c02806442559ca74c050ba0d574007ed840a210a,"Fixed bug 1201577 - PMD now correctly parses method declarations that return generic types.


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@3497 51baf565-9d33-0410-a72c-fc3788e3496d",JDKVersionTest.java,testGenericsAnnotationBug,no,no,no,no,,renamed
05/27/2005 16:40:41,17fcb6c9c40b3a922ef03e6b62b13a0f6c510273,"Added two new node types - ASTCatchStatement and ASTFinallyStatement.


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@3509 51baf565-9d33-0410-a72c-fc3788e3496d",LocalScopeTest.java,testExceptionParamNameIsDiscarded,yes,yes,yes,yes,,
05/28/2005 12:17:38,e8bdf51b6b1b67c325009b19164a961389b8e251,"A bit of symbol table refactoring; modified some of UnusedPrivateMethod to use symbol table.


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@3519 51baf565-9d33-0410-a72c-fc3788e3496d",ClassScopeTest.java,testContains,yes,yes,yes,yes,,
,,,,testCantContainsSuperToString,yes,yes,yes,yes,,
,,,,testContainsStaticVariablePrefixedWithClassName,yes,yes,yes,yes,,
,,,,testClassName,yes,yes,yes,yes,,
,,,,testMethodDeclarationRecorded,yes,yes,yes,yes,,
,,,,testTwoMethodsSameNameDiffArgs,yes,yes,yes,yes,,
,,,,testEnumsClassScope,yes,yes,yes,yes,,
,,,,testAnonymousInnerClassName,yes,yes,yes,yes,,
06/01/2005 21:21:13,acc1d1391540fe25bd02df321163fbabb89c90ae,"A much-improved implementation of asXML(); thx to Wim Deblauwe for coordinating and coding this up!


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@3531 51baf565-9d33-0410-a72c-fc3788e3496d",SimpleNodeTest.java,testAsXml,conflict,yes,no,yes,,
06/08/2005 19:26:40,d2e32f7d3c977884d249c88ff190aa2f8babcd92,"Fixed bug 1215854 - Package/class/method name are now filled in whenever possible, and the XML report includes all three.


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@3545 51baf565-9d33-0410-a72c-fc3788e3496d",RuleSetFactoryTest.java,testSymbolTableFacadeFlag,yes,yes,yes,yes,,
,,,RuleSetTest.java,testNeitherSymbolTableNorDFA,no,no,no,no,,
,,,,testIncludesRuleWithSymbolTable,yes,yes,yes,yes,,
,,,StatisticalRuleTest.java,testSingleDatapoint,yes,yes,yes,yes,,
06/14/2005 6:52:49,4a25c7423f4fa74568b502adfe7a46c194cb8199,"Minor refactoring


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@3579 51baf565-9d33-0410-a72c-fc3788e3496d",AcceptanceTest.java,testClashingSymbols,yes,yes,yes,yes,,
,,,,testInitializer,yes,yes,yes,yes,,
,,,,testCatchBlocks,yes,yes,yes,yes,,
06/27/2005 13:26:12,2ce116ace78a4d718415b33942f5fed0b0111105,"Deleted redundant ExplicitCallToFinalize rule.


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@3623 51baf565-9d33-0410-a72c-fc3788e3496d",ExplicitCallToFinalizeRuleTest.java,testAll,yes,yes,yes,yes,,
07/07/2005 15:57:37,836402f0afaa38bf0db9c255ac734aebd063277c,"Implemented new rule PositionLiteralsFirstInComparisons


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@3665 51baf565-9d33-0410-a72c-fc3788e3496d",LocalScopeTest.java,testTypesAreRecorded,no,no,no,no,,
07/18/2005 9:53:00,97ac55669e83e0c196eccbcf34453c544f172087,"Improved warning message from UnusedPrivateMethod.


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@3711 51baf565-9d33-0410-a72c-fc3788e3496d",SimpleNodeTest.java,testContainsNoInner,yes,yes,yes,yes,,
08/03/2005 8:28:12,ce6d4a58594e8ae864d88ab35e9c07b8b59a265e,"Symbol table now picks up class declarations and puts them in the right places - either in SourceFileScope if it's a top level class or ClassScope if it's a nested class.  Prior to this, class declarations were added to SourceFileScope even if they were nested.


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@3742 51baf565-9d33-0410-a72c-fc3788e3496d",ClassScopeTest.java,testBook,no,no,no,no,,"renamed and modified( body contains
previously commented code)"
08/03/2005 9:14:56,de709946757119a428e240bfeaab422c138b7d18,"Renamed BasicScopeCreationVisitor to ScopeAndDeclarationFinder, refactored away one of the symbol table passes


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@3743 51baf565-9d33-0410-a72c-fc3788e3496d",DeclarationFinderTest.java,testDeclarationsAreFound,yes,yes,yes,yes,,
,,,,test1,yes,yes,yes,yes,empty test,
08/07/2005 21:15:08,ff947302f55220c7131d375eba30b633a1850368,"More cleanups as I continue to work through all the rules; deleted a redundant rule in the strictexception ruleset


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@3763 51baf565-9d33-0410-a72c-fc3788e3496d",ExceptionTypeCheckingRuleTest.java,testAll,yes,yes,yes,yes,,
08/12/2005 15:36:33,7930f04bc420ccfd9b315cef6e75d3c224dc65ec,"Fixed bug to account for Annotations in local variable declarations; renamed NameOccurrences to NameFinder


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@3774 51baf565-9d33-0410-a72c-fc3788e3496d",AcceptanceTest.java,testClashingSymbols,yes,yes,yes,yes,,
,,,,testInitializer,yes,yes,yes,yes,,
,,,,testCatchBlocks,yes,yes,yes,yes,,
,,,,testEq,yes,yes,yes,yes,,
09/08/2005 16:51:11,991b4757cff70c925e87e90b091ffdbc11dff9ae,"Optimizing Jaxen integration; caching the node methods knocks about half a second off a 'basic' ruleset run on the java/lang/ source code


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@3831 51baf565-9d33-0410-a72c-fc3788e3496d",AttributeTest.java,testAccessors,yes,yes,yes,yes,,
09/10/2005 11:41:42,8117ae92b9659b06d4f080d29021f4ffddc85a1b,"Fixed unit tests


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@3837 51baf565-9d33-0410-a72c-fc3788e3496d",AttributeAxisIteratorTest.java,testBasicAttributes,yes,yes,yes,yes,,
09/30/2005 19:47:55,9e481330c755e1e4b64e6024e922bcf4f100d92f,"A big refactoring so that RuleViolation has a reference to the AST Node object that's responsible for the RuleViolation; this simplifies some of the code and gets us closer to being able to suppress PMD warnings using annotations.  It's possible that this may break some custom rules that are written in Java, but it should be only a small code change to the way the rule add RuleViolations to the Report to fix these breakages.


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@3880 51baf565-9d33-0410-a72c-fc3788e3496d",ReportTest.java,testSortedReport_File,yes,yes,yes,yes,,
,,,,testSortedReport_Line,yes,yes,yes,yes,,
,,,,testListener,yes,yes,yes,yes,,
,,,,testSummary,yes,yes,yes,yes,,
,,,XMLRendererTest.java,testUnorderedFiles,yes,yes,yes,yes,,
,,,,testEscaping,yes,yes,yes,yes,,not significant
10/18/2005 16:43:04,c3bf16ddbbdaa72efc6537a7ee73979cacf34973,"Finished implementing suppression by annotations feature


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@3914 51baf565-9d33-0410-a72c-fc3788e3496d",SuppressWarningsTest.java,testClassLevelSuppressWarningsAnnotation,no,no,no,no,,
11/15/2005 14:46:05,7c6da27f823ca243d49deeda37a62a61d90dc1de,"Rewrote CPD XMLRenderer output to look nicer, rewrote CPD XMLRenderer to actually parse XML.  Actually, the XMLRenderer should use DocumentBuilder.newDocument() and whatnot to create the report.


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@3987 51baf565-9d33-0410-a72c-fc3788e3496d",XMLRendererTest.java,testRender_NoMatches,no,no,no,no,,"renamed and modified to do testing in
a better way"
,,,,testRender_Match,no,no,no,no,,"renamed and modified to do testing in
a better way"
11/29/2005 8:50:17,5bca7cfd868fb90af3d29fba7634bc5ef904d34d,"Added Fabio Insaccanebbia's two new rules - ClassCastExceptionWithToArray and AvoidDecimalLiteralsInBigDecimalConstructor


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@4016 51baf565-9d33-0410-a72c-fc3788e3496d",AvoidDeeplyNestedIfStmtsRuleTest.java,test1,no,no,no,no,,refactored and combined in one test
,,,,test2,no,no,no,no,,refactored and combined in one test
12/12/2005 8:31:10,e673e02398681a9bec97613e1330525868872c24,"Fixed bug 1371741 - UncommentedEmptyConstructor no longer flags constructors that consist of a this() or a super() invocation.  Thanks to Johan for the patch!


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@4055 51baf565-9d33-0410-a72c-fc3788e3496d",UncommentedEmptyConstructorRuleTest.java,testAll,no,no,no,no,,
12/30/2005 10:29:16,1654d213962fe94ed9c86c846dd14a3254057979,"Implement a new preferences model and review some tests


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@4099 51baf565-9d33-0410-a72c-fc3788e3496d",PreferencesModelTest.java,testReviewAdditionalComment,yes,yes,yes,yes,,no longer exists tested functionality
12/30/2005 13:59:11,c2fb185d3fbe0dcb9a41b0e8b80feaa150e15ffb,"Ant task now supports a 'minimumPriority' attribute; only rules with this priority or higher will be run.  Renamed Ant task 'printToConsole' attribute to 'toConsole' and it can only be used inside a formatter element.


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@4104 51baf565-9d33-0410-a72c-fc3788e3496d",PMDTaskTest.java,testInValidJDK,no,no,no,no,,
03/09/2006 8:56:34,04ab35e4ab798ef548e76adbea901c7ea75b12f2,"Fixed bug 1445765 - PMD no longer uses huge amounts of memory.  However, you need to use RuleViolation.getBeginLine(); RuleViolation.getNode() is no more.


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@4285 51baf565-9d33-0410-a72c-fc3788e3496d",RuleViolationTest.java,testConstructor2,yes,yes,yes,yes,,
,,,,testComparatorWithDifferentFilenames,yes,yes,yes,yes,,
,,,,testComparatorWithSameFileDifferentLines,yes,yes,yes,yes,,
,,,,testComparatorWithSameFileSameLines,yes,yes,yes,yes,,
04/05/2006 8:25:57,9d28ec81f9818e8e84045538ad4cadffeeb4ef8d,"Added RuleViolation.getBeginColumn()/getEndColumn()


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@4319 51baf565-9d33-0410-a72c-fc3788e3496d",DiscardableNodeCleanerTest.java,testRemoveDiscardNodes,yes,yes,yes,yes,,
,,,,testRemoveModifierNodesWithClass,yes,yes,yes,yes,,
,,,,testRemoveModifierNodesWithAnnotation,yes,yes,yes,yes,,
04/17/2006 16:09:48,da32c859982da7ec57ae3fc8b34a52c22006d20d,"Fixed a symbol table bug; PMD no longer crashes on enumeration declarations in the same scope containing the same field name


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@4343 51baf565-9d33-0410-a72c-fc3788e3496d",AcceptanceTest.java,testDemo,yes,yes,yes,yes,,
05/15/2006 13:58:48,70762365b3b7b48dff118c26def73c1a051547d0,"Checking in changes made since CVS went down last week


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@4380 51baf565-9d33-0410-a72c-fc3788e3496d",DiscardableNodeCleanerTest.java,testFoo,conflict,yes,yes,no,empty test,was commented out
06/18/2006 17:30:33,d3f923f863f769b2ca72fb691c052d4f7db13899,"Begin refactoring the unit tests for the plugin


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@4421 51baf565-9d33-0410-a72c-fc3788e3496d",PreferencesDAOTest.java,testReadPreferences,yes,yes,yes,yes,,
,,,,testWritePreferences,yes,yes,yes,yes,,
